Category;OS;Target_Type;Target_Method;Job_Runtime;Params;Measurement_IterationMode;Measurement_IterationStage;Measurement_IterationIndex;Measurement_Operations;Measurement_Value;Gen_0;Gen_1;Gen_2;Allocated_Bytes
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;1;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;2;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;3;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;4;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;5;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;6;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;7;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;8;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;9;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;10;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;11;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;12;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;13;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 6.0;;Workload;Result;14;268435456;0.67;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 8.0;;Workload;Result;1;268435456;0.7;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 8.0;;Workload;Result;2;268435456;0.7;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 8.0;;Workload;Result;3;268435456;0.7;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 8.0;;Workload;Result;4;268435456;0.7;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 8.0;;Workload;Result;5;268435456;0.7;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 8.0;;Workload;Result;6;268435456;0.7;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 8.0;;Workload;Result;7;268435456;0.7;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 8.0;;Workload;Result;8;268435456;0.7;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 8.0;;Workload;Result;9;268435456;0.7;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 8.0;;Workload;Result;10;268435456;0.7;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 8.0;;Workload;Result;11;268435456;0.7;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET 8.0;;Workload;Result;12;268435456;0.7;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET Framework 4.8;;Workload;Result;1;268435456;1.05;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET Framework 4.8;;Workload;Result;2;268435456;1.04;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET Framework 4.8;;Workload;Result;3;268435456;1.04;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET Framework 4.8;;Workload;Result;4;268435456;1.04;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET Framework 4.8;;Workload;Result;5;268435456;1.04;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET Framework 4.8;;Workload;Result;6;268435456;1.04;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET Framework 4.8;;Workload;Result;7;268435456;1.04;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET Framework 4.8;;Workload;Result;8;268435456;1.04;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET Framework 4.8;;Workload;Result;9;268435456;1.05;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET Framework 4.8;;Workload;Result;10;268435456;1.05;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET Framework 4.8;;Workload;Result;11;268435456;1.05;0;0;0;0
Void_Empty;Win32NT;Managed;EmptyVoid;.NET Framework 4.8;;Workload;Result;12;268435456;1.04;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 8.0;;Workload;Result;1;67108864;6.51;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 8.0;;Workload;Result;2;67108864;6.51;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 8.0;;Workload;Result;3;67108864;6.51;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 8.0;;Workload;Result;4;67108864;6.51;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 8.0;;Workload;Result;5;67108864;6.53;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 8.0;;Workload;Result;6;67108864;6.51;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 8.0;;Workload;Result;7;67108864;6.53;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 8.0;;Workload;Result;8;67108864;6.52;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 8.0;;Workload;Result;9;67108864;6.51;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 8.0;;Workload;Result;10;67108864;6.52;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 8.0;;Workload;Result;11;67108864;6.51;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 8.0;;Workload;Result;12;67108864;6.53;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;1;67108864;6.63;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;2;67108864;6.63;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;3;67108864;6.63;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;4;67108864;6.71;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;5;67108864;6.63;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;6;67108864;6.64;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;7;67108864;6.63;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;8;67108864;6.71;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;9;67108864;6.71;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;10;67108864;6.72;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;11;67108864;6.63;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;12;67108864;6.64;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;13;67108864;6.63;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;14;67108864;6.73;0;0;0;0
Void_Empty;Win32NT;FuncPointers;EmptyVoid;.NET 6.0;;Workload;Result;15;67108864;6.64;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;1;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;2;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;3;67108864;6.84;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;4;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;5;67108864;6.84;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;6;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;7;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;8;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;9;67108864;6.84;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;10;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;11;67108864;6.84;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;12;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;13;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 8.0;;Workload;Result;14;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;1;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;2;67108864;6.93;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;3;67108864;6.84;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;4;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;5;67108864;6.94;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;6;67108864;6.85;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;7;67108864;6.86;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;8;67108864;6.94;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;9;67108864;6.86;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;10;67108864;6.86;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;11;67108864;6.84;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;12;67108864;6.94;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;13;67108864;6.84;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;14;67108864;6.86;0;0;0;0
Void_Empty;Win32NT;LibraryImport;EmptyVoid;.NET 8.0;;Workload;Result;15;67108864;6.86;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 6.0;;Workload;Result;1;67108864;7.03;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 6.0;;Workload;Result;2;67108864;7.03;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 6.0;;Workload;Result;3;67108864;7.04;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 6.0;;Workload;Result;4;67108864;7.04;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 6.0;;Workload;Result;5;67108864;7.03;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 6.0;;Workload;Result;6;67108864;7.04;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 6.0;;Workload;Result;7;67108864;7.04;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 6.0;;Workload;Result;8;67108864;7.04;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 6.0;;Workload;Result;9;67108864;7.03;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 6.0;;Workload;Result;10;67108864;7.03;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 6.0;;Workload;Result;11;67108864;7.03;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET 6.0;;Workload;Result;12;67108864;7.03;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;1;67108864;12.38;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;2;67108864;12.29;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;3;67108864;12.39;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;4;67108864;12.34;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;5;67108864;12.37;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;6;67108864;12.37;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;7;67108864;12.41;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;8;67108864;12.28;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;9;67108864;12.3;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;10;67108864;12.38;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;11;67108864;12.39;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;12;67108864;12.29;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;13;67108864;12.29;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;14;67108864;12.28;0;0;0;0
Void_Empty;Win32NT;DllImport;EmptyVoid;.NET Framework 4.8;;Workload;Result;15;67108864;12.28;0;0;0;0
