Type;Method;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;LargeAddressAware;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;Mean;Error;StdDev;Median;Min;Max
DllImport;NegateBool;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;5;10.1199 ns;0.0051 ns;0.0043 ns;10.1208 ns;10.1142 ns;10.1288 ns
DllImport;NegateBool;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;5;10.1241 ns;0.0068 ns;0.0057 ns;10.1234 ns;10.1151 ns;10.1347 ns
DllImport;NegateBool;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET Framework 4.8;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;5;15.1833 ns;0.0070 ns;0.0062 ns;15.1819 ns;15.1761 ns;15.1989 ns
FuncPointers;NegateBool;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;5;9.0740 ns;0.0014 ns;0.0012 ns;9.0739 ns;9.0724 ns;9.0762 ns
FuncPointers;NegateBool;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;5;9.0738 ns;0.0014 ns;0.0013 ns;9.0741 ns;9.0711 ns;9.0758 ns
LibraryImport;NegateBool;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;5;9.4240 ns;0.0011 ns;0.0009 ns;9.4239 ns;9.4223 ns;9.4253 ns
Managed;NegateBool;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;5;0.7022 ns;0.0004 ns;0.0003 ns;0.7022 ns;0.7016 ns;0.7028 ns
Managed;NegateBool;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;5;0.6984 ns;0.0008 ns;0.0006 ns;0.6985 ns;0.6965 ns;0.6992 ns
Managed;NegateBool;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET Framework 4.8;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;Default;250.0000 ms;Default;Default;Default;Default;Default;Default;Default;16;5;1.0779 ns;0.0008 ns;0.0007 ns;1.0779 ns;1.0771 ns;1.0797 ns
