Type;Method;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;LargeAddressAware;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;Mean;Error;StdDev;Median;Min;Max;Allocated
LibraryImportCS;Mixed;False;Default;Default;0.01;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;Default;100;Default;Default;Default;Default;Default;ColdStart;1;5;3.547 ms;1.1495 ms;3.389 ms;3.204 ms;3.158 ms;37.10 ms;952 B
FuncPointersCS;Mixed;False;Default;Default;0.01;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;Default;100;Default;Default;Default;Default;Default;ColdStart;1;5;4.028 ms;1.0125 ms;2.985 ms;3.727 ms;3.685 ms;33.58 ms;1240 B
FuncPointersCS;Mixed;False;Default;Default;0.01;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;Default;100;Default;Default;Default;Default;Default;ColdStart;1;5;4.063 ms;0.9805 ms;2.891 ms;3.770 ms;3.708 ms;32.68 ms;1000 B
DllImportCS;Mixed;False;Default;Default;0.01;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;Default;100;Default;Default;Default;Default;Default;ColdStart;1;5;4.429 ms;1.3850 ms;4.084 ms;4.016 ms;3.980 ms;44.86 ms;1192 B
DllImportCS;Mixed;False;Default;Default;0.01;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;Default;100;Default;Default;Default;Default;Default;ColdStart;1;5;4.943 ms;1.3475 ms;3.973 ms;4.545 ms;4.420 ms;44.27 ms;952 B
DllImportCS;Mixed;False;Default;Default;0.01;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET Framework 4.8;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;Default;100;Default;Default;Default;Default;Default;ColdStart;1;5;6.067 ms;1.3863 ms;4.087 ms;5.654 ms;5.595 ms;46.53 ms;0 B
