Type;Method;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;LargeAddressAware;Platform;PowerPlanMode;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MemoryRandomization;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;input;Mean;Error;StdDev;Median;Min;Max
DllImportCS;UpdateNonBlittableStruct_Manual;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;250.0000 ms;100;Default;Default;Default;Default;Default;ColdStart;1;5;PInvo(...)truct [49];"2,041.7 μs";"1,440.63 μs";"4,247.73 μs";"1,609.3 μs";"1,562.5 μs";"44,090.5 μs"
DllImportCS;UpdateNonBlittableStruct_Manual;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;250.0000 ms;100;Default;Default;Default;Default;Default;ColdStart;1;5;PInvo(...)truct [49];"2,037.4 μs";"1,362.35 μs";"4,016.93 μs";"1,631.9 μs";"1,584.5 μs";"41,804.0 μs"
DllImportCS;UpdateNonBlittableStruct_Manual;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET Framework 4.8;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;250.0000 ms;100;Default;Default;Default;Default;Default;ColdStart;1;5;PInvo(...)truct [49];"2,625.9 μs";"1,369.64 μs";"4,038.41 μs";"2,211.2 μs";"2,168.4 μs";"42,604.0 μs"
FuncPointersCS;UpdateNonBlittableStruct_Manual;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;250.0000 ms;100;Default;Default;Default;Default;Default;ColdStart;1;5;PInvo(...)truct [49];"2,162.4 μs";"1,122.53 μs";"3,309.81 μs";"1,823.8 μs";"1,798.3 μs";"34,928.8 μs"
FuncPointersCS;UpdateNonBlittableStruct_Manual;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;250.0000 ms;100;Default;Default;Default;Default;Default;ColdStart;1;5;PInvo(...)truct [49];"2,172.2 μs";"1,029.10 μs";"3,034.32 μs";"1,863.3 μs";"1,812.5 μs";"32,209.7 μs"
LibraryImportCS;UpdateNonBlittableStruct_Manual;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;250.0000 ms;100;Default;Default;Default;Default;Default;ColdStart;1;5;PInvo(...)truct [49];"1,862.5 μs";"1,074.42 μs";"3,167.95 μs";"1,545.8 μs";"1,496.3 μs";"33,224.1 μs"
ManagedCS;UpdateNonBlittableStruct_Manual;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 6.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;250.0000 ms;100;Default;Default;Default;Default;Default;ColdStart;1;5;PInvo(...)truct [49];665.5 μs;2.05 μs;6.03 μs;665.7 μs;651.5 μs;683.5 μs
ManagedCS;UpdateNonBlittableStruct_Manual;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET 8.0;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;250.0000 ms;100;Default;Default;Default;Default;Default;ColdStart;1;5;PInvo(...)truct [49];498.4 μs;3.05 μs;8.98 μs;497.1 μs;484.5 μs;549.0 μs
ManagedCS;UpdateNonBlittableStruct_Manual;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;Default;X64;8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c;.NET Framework 4.8;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;1;1;250.0000 ms;100;Default;Default;Default;Default;Default;ColdStart;1;5;PInvo(...)truct [49];746.5 μs;3.02 μs;8.91 μs;746.8 μs;727.9 μs;769.0 μs
