Category;OS;Target_Type;Target_Method;Job_Runtime;Params;Measurement_IterationMode;Measurement_IterationStage;Measurement_IterationIndex;Measurement_Operations;Measurement_Value;Gen_0;Gen_1;Gen_2;Allocated_Bytes
CS_Structs_Blittable;Win32NT;Managed;SumIntsInStruct_Ref;.NET 6.0;input=PInvo(...)truct [46];Workload;Result;1;1;366700;0;0;0;640
CS_Structs_Blittable;Win32NT;Managed;SumIntsInStruct_Ref;.NET 8.0;input=PInvo(...)truct [46];Workload;Result;1;1;387500;0;0;0;400
CS_Structs_Blittable;Win32NT;Managed;SumIntsInStruct_Ref;.NET Framework 4.8;input=PInvo(...)truct [46];Workload;Result;1;1;551200;0;0;0;0
CS_Structs_Blittable;Win32NT;FuncPointers;SumIntsInStruct_Ref;.NET 8.0;input=PInvo(...)truct [46];Workload;Result;1;1;31950100;0;0;0;400
CS_Structs_Blittable;Win32NT;FuncPointers;SumIntsInStruct_Ref;.NET 6.0;input=PInvo(...)truct [46];Workload;Result;1;1;32186800;0;0;0;640
CS_Structs_Blittable;Win32NT;DllImport;SumIntsInStruct_Ref;.NET Framework 4.8;input=PInvo(...)truct [46];Workload;Result;1;1;42962200;0;0;0;0
CS_Structs_Blittable;Win32NT;DllImport;SumIntsInStruct_Ref;.NET 8.0;input=PInvo(...)truct [46];Workload;Result;1;1;42972900;0;0;0;400
CS_Structs_Blittable;Win32NT;DllImport;SumIntsInStruct_Ref;.NET 6.0;input=PInvo(...)truct [46];Workload;Result;1;1;43163500;0;0;0;640
CS_Structs_Blittable;Win32NT;LibraryImport;SumIntsInStruct_Ref;.NET 8.0;input=PInvo(...)truct [46];Workload;Result;1;1;44848300;0;0;0;400
